Sphere 1x,Sphere 1y,Sphere 1z,Sphere 2x,Sphere 2y,Sphere 2z,Sphere 3x,Sphere 3y,Sphere 3z,Sphere 4x,Sphere 4y,Sphere 4z,Sphere 5x,Sphere 5y,Sphere 5z,Sphere 6x,Sphere 6y,Sphere 6z,Sphere 7x,Sphere 7y,Sphere 7z,Sphere 8x,Sphere 8y,Sphere 8z,Sphere 9x,Sphere 9y,Sphere 9z,Sphere 10x,Sphere 10y,Sphere 10z,ME_Coupling_coefficient_pred
7.717,0.126,-2.181,-6.726,7.013,9.997,-3.674,7.839,1.013,4.768,-3.950,5.383,7.873,1.803,-8.110,3.372,11.216,-4.139,7.234,-5.920,-2.612,16.428,2.466,-2.022,-6.150,-14.518,-0.865,-9.272,0.140,2.465,621.28595
5.446,-1.530,-2.223,-8.299,8.075,10.117,-3.569,5.470,1.936,2.842,-2.862,4.428,7.192,2.609,-6.947,2.206,12.481,-3.908,8.846,-4.871,-1.387,14.060,2.986,-3.371,-5.988,-15.907,-0.084,-8.477,0.360,2.935,619.44
5.444,-1.530,-2.222,-8.297,8.073,10.114,-3.567,5.468,1.936,2.841,-2.861,4.426,7.189,2.609,-6.944,2.205,12.477,-3.906,8.843,-4.869,-1.386,14.055,2.985,-3.370,-5.986,-15.903,-0.084,-8.475,0.360,2.935,619.2513
5.441,-1.530,-2.221,-8.294,8.070,10.110,-3.566,5.465,1.936,2.839,-2.860,4.424,7.186,2.608,-6.941,2.204,12.473,-3.904,8.840,-4.866,-1.385,14.048,2.984,-3.369,-5.983,-15.897,-0.083,-8.471,0.360,2.934,619.01434
5.705,0.247,-2.789,-5.615,6.931,10.298,-4.256,6.312,2.649,3.633,-1.643,5.752,6.703,2.525,-9.913,4.724,10.905,-6.543,8.843,-6.487,-1.334,16.102,2.865,-0.588,-3.959,-14.749,-0.695,-9.668,-1.126,2.560,618.38885
5.703,0.247,-2.788,-5.613,6.929,10.295,-4.255,6.310,2.649,3.632,-1.642,5.750,6.701,2.524,-9.910,4.724,10.901,-6.542,8.840,-6.485,-1.334,16.097,2.864,-0.587,-3.957,-14.745,-0.695,-9.665,-1.126,2.559,618.2017
5.700,0.247,-2.786,-5.610,6.926,10.291,-4.253,6.307,2.648,3.630,-1.641,5.748,6.698,2.523,-9.907,4.722,10.896,-6.540,8.837,-6.482,-1.333,16.090,2.863,-0.586,-3.954,-14.740,-0.694,-9.661,-1.126,2.559,617.9673
5.228,0.051,-4.570,-8.192,7.288,9.246,-4.470,4.998,2.699,3.872,-3.163,4.123,7.177,2.880,-8.213,2.194,11.775,-4.371,7.399,-5.667,-2.856,15.232,2.879,-1.608,-7.632,-13.098,-1.902,-9.832,0.319,2.516,617.54193
5.226,0.051,-4.569,-8.190,7.286,9.243,-4.469,4.996,2.699,3.871,-3.162,4.121,7.174,2.879,-8.210,2.193,11.772,-4.369,7.396,-5.665,-2.855,15.227,2.878,-1.607,-7.630,-13.093,-1.902,-9.829,0.319,2.515,617.3544
5.223,0.051,-4.567,-8.187,7.284,9.239,-4.467,4.993,2.698,3.869,-3.161,4.119,7.171,2.878,-8.207,2.192,11.767,-4.367,7.393,-5.662,-2.855,15.221,2.877,-1.607,-7.627,-13.088,-1.901,-9.825,0.319,2.515,617.11945
6.578,0.263,-3.455,-6.962,6.722,10.008,-4.103,6.251,1.428,3.605,-2.455,4.790,7.145,2.606,-8.209,2.695,11.591,-4.792,7.952,-6.205,-2.268,15.927,2.590,-2.154,-6.225,-13.384,-1.030,-9.134,0.311,2.419,616.8343
6.576,0.263,-3.454,-6.960,6.720,10.004,-4.102,6.249,1.428,3.604,-2.454,4.789,7.142,2.605,-8.207,2.694,11.587,-4.790,7.949,-6.203,-2.267,15.922,2.590,-2.153,-6.223,-13.379,-1.030,-9.132,0.311,2.418,616.64716
6.573,0.263,-3.452,-6.957,6.717,10.000,-4.100,6.247,1.428,3.603,-2.453,4.787,7.139,2.604,-8.204,2.693,11.582,-4.788,7.946,-6.201,-2.267,15.916,2.588,-2.153,-6.220,-13.374,-1.029,-9.128,0.311,2.418,616.4127
6.437,1.284,-1.916,-5.630,6.484,9.507,-4.295,7.163,0.485,4.320,-1.476,4.897,7.147,2.599,-9.121,3.670,12.288,-5.367,6.126,-7.123,-2.217,14.701,4.167,-4.359,-5.669,-12.918,-1.465,-10.067,1.143,1.651,615.4954
6.435,1.284,-1.914,-5.628,6.482,9.504,-4.294,7.160,0.484,4.318,-1.475,4.896,7.145,2.598,-9.119,3.670,12.284,-5.365,6.124,-7.121,-2.216,14.696,4.166,-4.359,-5.667,-12.914,-1.465,-10.064,1.143,1.650,615.3084
6.433,1.284,-1.913,-5.625,6.480,9.500,-4.292,7.158,0.484,4.317,-1.474,4.894,7.142,2.597,-9.116,3.668,12.279,-5.364,6.120,-7.119,-2.215,14.690,4.165,-4.358,-5.665,-12.908,-1.464,-10.060,1.143,1.649,615.0739
7.684,1.113,-5.189,-6.707,6.872,11.130,-3.791,7.609,2.451,4.425,-3.581,3.696,8.056,3.709,-8.316,3.263,9.919,-3.666,8.331,-6.664,-3.478,16.575,2.440,-0.967,-4.884,-14.610,-2.908,-9.915,1.118,3.289,613.83734
7.682,1.113,-5.188,-6.705,6.870,11.127,-3.790,7.607,2.451,4.424,-3.580,3.694,8.053,3.708,-8.314,3.262,9.915,-3.665,8.328,-6.662,-3.478,16.570,2.439,-0.967,-4.882,-14.606,-2.908,-9.912,1.118,3.288,613.6475
7.679,1.113,-5.186,-6.702,6.868,11.123,-3.788,7.605,2.450,4.422,-3.579,3.692,8.050,3.707,-8.310,3.261,9.911,-3.663,8.325,-6.659,-3.477,16.563,2.438,-0.966,-4.880,-14.600,-2.908,-9.908,1.118,3.287,613.4097
6.089,-1.561,-4.772,-7.098,6.840,9.627,-3.326,7.550,2.853,3.671,-1.712,3.220,7.772,0.664,-7.382,2.791,13.407,-4.839,7.547,-5.657,-2.599,15.372,2.999,-0.830,-5.992,-12.342,-0.826,-7.022,-1.129,2.317,612.9935
5.652,1.471,-3.838,-7.733,6.452,9.176,-3.895,6.599,1.037,5.050,-1.820,4.888,9.252,3.752,-7.135,2.498,13.970,-4.938,7.767,-5.342,-2.783,15.373,1.058,-1.273,-6.569,-14.170,0.373,-10.982,1.554,1.894,612.76434
6.932,0.814,-4.123,-5.905,5.800,9.688,-4.012,6.300,1.032,4.473,-3.901,5.651,9.170,2.119,-7.572,2.428,11.337,-4.183,8.378,-6.023,-2.057,16.721,3.629,-3.073,-5.370,-15.460,-0.618,-9.992,1.352,2.706,612.69507
5.294,-1.071,-1.336,-6.745,6.261,11.383,-5.113,7.288,1.930,2.717,-1.951,5.230,6.819,3.544,-8.511,1.575,12.492,-4.240,7.824,-7.056,-2.197,15.277,5.039,-2.345,-5.449,-12.156,-0.777,-8.208,0.250,2.581,611.81964
