Sphere 1x,Sphere 1y,Sphere 1z,Sphere 2x,Sphere 2y,Sphere 2z,Sphere 3x,Sphere 3y,Sphere 3z,Sphere 4x,Sphere 4y,Sphere 4z,Sphere 5x,Sphere 5y,Sphere 5z,Sphere 6x,Sphere 6y,Sphere 6z,Sphere 7x,Sphere 7y,Sphere 7z,Sphere 8x,Sphere 8y,Sphere 8z,Sphere 9x,Sphere 9y,Sphere 9z,Sphere 10x,Sphere 10y,Sphere 10z,ME_Coupling_coefficient_pred
5.487,6.449,-6.656,-5.241,10.729,9.451,-5.624,8.727,6.251,7.111,-4.65,1.474,8.708,0.258,-6.31,5.545,15.166,-3.955,11.092,-3.62,-4.295,20.846,5.204,-0.364,-3.961,-18.175,-1.72,-7.822,2.198,6.155,1151.247
5.328,6.15,-4.937,-5.508,8.02,5.667,-3.954,7.341,4.635,6.533,-3.737,2.41,5.469,0.192,-6.466,2.845,9.955,-3.253,8.192,-2.52,-3.295,15.347,2.983,-1.44,-4.302,-14.271,-3.283,-6.743,-0.472,4.676,1150.5326
3.796,6.148,-9.155,-3.116,7.599,6.378,-5.947,8.744,5.919,5.447,-4.434,1.024,6.014,-0.744,-7.851,3.83,10.515,-4.087,10.32,-3.797,-4.648,13.349,4.881,-1.041,-3.567,-13.623,-1.902,-6.974,1.501,3.683,1149.9796
4.758,5.248,-8.316,-6.653,12.002,8.522,-4.68,10.072,5.486,7.452,-4.945,2.011,7.58,-0.475,-7.46,3.08,15.283,-3.496,10.654,-6.732,-4.366,18.493,5.882,-0.182,-4.133,-17.014,0.146,-7.645,1.317,6.463,1149.6448
6.584,6.478,-3.448,-5.74,10.27,8.344,-5.702,6.562,5.694,6.968,-2.874,2.528,6.214,-2.099,-7.357,3.432,12.33,-3.28,9.204,-4.274,-5.021,15.798,4.467,-1.201,-3.735,-13.57,-0.974,-8.322,1.549,5.303,1147.7441
3.78,6.131,-9.135,-3.098,7.568,6.354,-5.938,8.718,5.895,5.425,-4.417,1.015,5.989,-0.742,-7.831,3.814,10.472,-4.077,10.286,-3.787,-4.638,13.295,4.866,-1.041,-3.557,-13.576,-1.894,-6.951,1.494,3.666,1146.6144
6.606,5.169,-4.892,-3.634,6.249,7.827,-3.293,8.619,4.996,7.201,-5.082,1.002,7.433,-1.253,-5.369,2.792,12.835,-4.989,11.199,-6.296,-4.203,18.464,5.338,-0.921,-2.805,-16.173,-2.67,-6.888,0.216,6.92,1145.1813
7.946,6.313,-6.769,-6.84,11.265,8.356,-4.454,8.074,6.112,7.346,-4.607,1.672,8.751,0.974,-8.626,6.219,14.959,-3.76,11.149,-2.879,-3.719,20.318,6.368,0.825,-4.629,-18.176,-0.317,-9.053,2.925,5.614,1144.8638
3.72,6.204,-6.565,-5.471,9.578,7.831,-3.721,8.241,6.664,7.328,-3.072,0.331,7.7,-0.498,-7.751,4.37,13.368,-4.332,10.149,-6.104,-4.538,15.506,4.006,0.286,-3.07,-14.332,-2.787,-9.432,2.077,4.335,1144.7416
3.911,4.684,-6.364,-4.288,9.509,6.344,-4.224,5.828,5.273,6.652,-3.164,3.386,6.644,0.13,-7.938,2.54,8.617,-2.513,9.413,-2.689,-4.48,15.921,5.306,-1.391,-3.16,-14.345,-4.072,-6.431,3.41,5.602,1144.6123
7.544,6.955,-6.934,-6.702,12.043,8.871,-3.619,8.255,5.462,9.131,-6.083,3.182,8.253,-1.001,-7.114,4.277,13.948,-2.668,13.872,-4.856,-4.801,19.195,4.784,-2.018,-4.222,-16.456,-2.348,-7.699,1.627,5.926,1143.5132
3.895,4.667,-6.343,-4.27,9.479,6.321,-4.214,5.802,5.249,6.63,-3.147,3.377,6.619,0.132,-7.919,2.524,8.573,-2.502,9.379,-2.679,-4.47,15.867,5.291,-1.391,-3.15,-14.297,-4.064,-6.408,3.404,5.584,1142.3372
3.554,5.274,-4.781,-5.144,8.836,6.565,-4.69,8.01,4.756,7.32,-3.782,1.152,7.052,1.051,-4.841,2.123,11.767,-3.701,10.092,-3.797,-2.489,14.307,5.317,0.245,-3.817,-13.009,-0.323,-7.846,0.123,5.239,1138.9001
3.538,5.256,-4.76,-5.126,8.805,6.541,-4.681,7.984,4.732,7.297,-3.764,1.143,7.026,1.053,-4.821,2.108,11.723,-3.69,10.058,-3.788,-2.479,14.253,5.302,0.245,-3.807,-12.962,-0.315,-7.823,0.117,5.222,1136.9603
5.336,7.992,-6.284,-5.377,8.449,6.514,-3.446,8.658,4.37,6.291,-1.762,2.108,5.987,-0.394,-7.289,4.827,10.892,-5.334,9.507,-4.107,-2.161,15.274,0.894,1.415,-3.695,-14.653,0.075,-8.341,1.321,6.392,1137.0266
7.274,4.887,-7.273,-6.611,11.283,9.917,-4.691,8.823,4.643,7.042,-4.208,3.288,6.004,0.146,-7.414,3.524,12.862,-3.659,10.845,-2.855,-2.71,16.894,4.979,0.479,-1.868,-16.973,-0.732,-8.055,2.409,4.08,1136.8091
6.747,6.8,-5.927,-5.3,10.488,7.898,-4.207,8.478,6.655,7.296,-2.945,2.226,8.566,0.655,-5.828,4.719,12.979,-3.451,13.274,-4.223,-3.209,20.085,6.28,0.616,-4.154,-18.079,-1.719,-9.573,2.725,5.38,1135.682
5.32,7.974,-6.263,-5.36,8.418,6.49,-3.436,8.632,4.346,6.269,-1.744,2.1,5.961,-0.392,-7.27,4.812,10.848,-5.323,9.473,-4.097,-2.151,15.22,0.878,1.415,-3.685,-14.606,0.083,-8.318,1.315,6.375,1134.9382
7.14,5.651,-4.998,-4.594,10.031,10.634,-4.705,9.394,7.74,7.276,-5.122,1.119,7.159,0.638,-7.709,4.739,13.463,-3.126,9.655,-4.009,-4.501,19.632,6.047,0.241,-3.462,-17.569,-0.963,-8.479,2.133,6.476,1133.4744
3.85,6.456,-3.971,-5.968,8.479,6.237,-1.581,7.435,6.525,7.665,-4.207,1.581,7.916,-0.255,-6.839,2.679,12.537,-4.005,10.784,-3.584,-3.185,15.688,5.835,-0.949,-5.017,-14.652,-0.045,-7.026,1.841,2.693,1132.9698
5.536,5.987,-6.534,-5.507,9.983,7.825,-3.816,7.913,5.63,6.538,-4.113,1.954,7.568,-0.668,-7.122,4.007,12.435,-3.301,10.38,-4.424,-3.643,17.269,4.616,-0.335,-3.678,-16.041,-1.65,-7.705,1.347,4.763,1132.6223
3.834,6.438,-3.951,-5.95,8.449,6.214,-1.571,7.41,6.502,7.643,-4.19,1.572,7.89,-0.253,-6.819,2.663,12.493,-3.995,10.75,-3.574,-3.175,15.634,5.82,-0.949,-5.008,-14.605,-0.037,-7.003,1.835,2.675,1130.2229
5.33,6.268,-6.471,-5.089,10.432,9.222,-5.511,8.515,6.101,6.93,-4.548,1.429,8.502,0.277,-6.095,5.439,14.817,-3.865,10.796,-3.487,-4.181,20.338,5.083,-0.356,-3.858,-17.718,-1.669,-7.601,2.169,6.022,1129.718
5.522,5.415,-5.965,-6.244,9.774,5.812,-3.505,5.949,4.192,5.724,-4.494,1.45,6.757,0.177,-7.182,4.015,12.031,-4.187,7.434,-4.221,-5.372,14.389,2.933,-1.269,-3.039,-14.389,-0.634,-7.058,1.696,4.471,1123.5482
